ShipmentID,OrderID,OriginPort,DestinationPort,Carrier,Mode,DepartureDate,ArrivalDate,StandardTransitDays,ActualTransitDays,Status
S02398,O02398,Shanghai,Sydney,CMA CGM,Sea,2024-02-12,2024-03-04,20,21,Delayed
S02399,O02399,Tokyo,Sydney,FedEx Logistics,Air,2024-04-24,2024-04-30,2,6,Delayed
S02400,O02400,Hamburg,Tokyo,CMA CGM,Sea,2024-06-08,2024-07-05,28,27,Delivered
S02401,O02401,Busan,New York,MSC,Sea,2024-05-25,2024-06-29,32,35,Delayed
S02402,O02402,Singapore,Antwerp,Maersk,Sea,2024-04-25,2024-05-27,32,32,Delivered
S02403,O02403,Dubai,London,FedEx Logistics,Air,2024-05-30,2024-06-05,2,6,Delayed
S02404,O02404,Singapore,Antwerp,COSCO,Sea,2024-03-31,2024-05-06,32,36,Delayed
S02405,O02405,Singapore,Felixstowe,CMA CGM,Sea,2024-04-19,2024-05-23,34,34,Delivered
S02406,O02406,Shanghai,New York,MSC,Sea,2024-06-17,2024-07-20,30,33,Delayed
S02407,O02407,Hamburg,Vancouver,Maersk,Sea,2024-01-03,2024-01-28,22,25,Delayed
S02408,O02408,Hamburg,Antwerp,CMA CGM,Sea,2024-02-24,2024-03-05,5,10,Delayed
S02409,O02409,Hamburg,Vancouver,MSC,Sea,2024-05-23,2024-06-13,22,21,Delivered
S02410,O02410,Shanghai,Sydney,MSC,Sea,2024-05-14,2024-06-04,20,21,Delayed
S02411,O02411,Hamburg,Tokyo,Evergreen,Sea,2024-06-04,2024-07-01,28,27,Delivered
S02412,O02412,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-06-23,2024-07-29,32,36,Delayed
S02413,O02413,Hamburg,Vancouver,MSC,Sea,2024-02-20,2024-03-11,22,20,Delivered
S02414,O02414,Tokyo,Sydney,DHL Aviation,Air,2024-03-11,2024-03-17,2,6,Delayed
S02415,O02415,Busan,Sydney,MSC,Sea,2024-06-02,2024-06-21,16,19,Delayed
S02416,O02416,Singapore,Los Angeles,COSCO,Sea,2024-01-06,2024-01-28,20,22,Delayed
S02417,O02417,Shanghai,Sydney,Maersk,Sea,2024-04-28,2024-05-20,20,22,Delayed
S02418,O02418,Busan,New York,Maersk,Sea,2024-05-16,2024-06-23,32,38,Delayed
S02419,O02419,Singapore,Antwerp,Maersk,Sea,2024-01-18,2024-02-24,32,37,Delayed
S02420,O02420,Busan,New York,Evergreen,Sea,2024-03-18,2024-04-21,32,34,Delayed
S02421,O02421,Hamburg,Vancouver,Hapag-Lloyd,Sea,2024-01-21,2024-02-18,22,28,Delayed
S02422,O02422,Busan,Sydney,COSCO,Sea,2024-01-13,2024-02-02,16,20,Delayed
S02423,O02423,Busan,Sydney,Hapag-Lloyd,Sea,2024-06-13,2024-06-28,16,15,Delivered
S02424,O02424,Dubai,London,DHL Aviation,Air,2024-01-08,2024-01-11,2,3,Delayed
S02425,O02425,Shanghai,Los Angeles,MSC,Sea,2024-01-27,2024-02-17,18,21,Delayed
S02426,O02426,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-02-27,2024-02-29,2,2,Delivered
S02427,O02427,Hamburg,Antwerp,CMA CGM,Sea,2024-05-17,2024-05-20,5,3,Delivered
S02428,O02428,Shanghai,Los Angeles,FedEx Logistics,Air,2024-07-19,2024-07-20,3,1,Delivered
S02429,O02429,Hamburg,Tokyo,Maersk,Sea,2024-03-08,2024-04-08,28,31,Delayed
S02430,O02430,Busan,New York,CMA CGM,Sea,2024-06-27,2024-07-29,32,32,Delivered
S02431,O02431,Dubai,London,FedEx Logistics,Air,2024-01-31,2024-02-02,2,2,Delivered
S02432,O02432,Singapore,Felixstowe,COSCO,Sea,2024-04-15,2024-05-24,34,39,Delayed
S02433,O02433,Nhava Sheva,Houston,COSCO,Sea,2024-03-02,2024-04-06,30,35,Delayed
S02434,O02434,Hamburg,Tokyo,CMA CGM,Sea,2024-07-16,2024-08-18,28,33,Delayed
S02435,O02435,Hamburg,Tokyo,CMA CGM,Sea,2024-07-01,2024-07-28,28,27,Delivered
S02436,O02436,Singapore,Los Angeles,Evergreen,Sea,2024-06-14,2024-07-05,20,21,Delayed
S02437,O02437,Shanghai,New York,Hapag-Lloyd,Sea,2024-01-16,2024-02-16,30,31,Delayed
S02438,O02438,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-04-08,2024-04-29,20,21,Delayed
S02439,O02439,Hamburg,Vancouver,MSC,Sea,2024-05-31,2024-06-28,22,28,Delayed
S02440,O02440,Hamburg,Vancouver,CMA CGM,Sea,2024-06-30,2024-07-27,22,27,Delayed
S02441,O02441,Nhava Sheva,Houston,Maersk,Sea,2024-02-03,2024-03-05,30,31,Delayed
S02442,O02442,Tokyo,Sydney,FedEx Logistics,Air,2024-06-07,2024-06-15,2,8,Delayed
S02443,O02443,Busan,New York,MSC,Sea,2024-01-18,2024-02-21,32,34,Delayed
S02444,O02444,Singapore,Antwerp,CMA CGM,Sea,2024-05-27,2024-06-27,32,31,Delivered
S02445,O02445,Shanghai,New York,Evergreen,Sea,2024-01-29,2024-02-29,30,31,Delayed
S02446,O02446,Busan,Sydney,MSC,Sea,2024-03-09,2024-03-23,16,14,Delivered
S02447,O02447,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-03-31,2024-05-02,30,32,Delayed
S02448,O02448,Nhava Sheva,Houston,Maersk,Sea,2024-03-31,2024-05-04,30,34,Delayed
S02449,O02449,Busan,New York,COSCO,Sea,2024-04-20,2024-05-28,32,38,Delayed
S02450,O02450,Busan,Sydney,CMA CGM,Sea,2024-04-04,2024-04-19,16,15,Delivered
S02451,O02451,Busan,New York,Evergreen,Sea,2024-04-18,2024-05-21,32,33,Delayed
S02452,O02452,Busan,New York,MSC,Sea,2024-06-01,2024-07-05,32,34,Delayed
S02453,O02453,Busan,Sydney,COSCO,Sea,2024-04-20,2024-05-05,16,15,Delivered
S02454,O02454,Singapore,Antwerp,MSC,Sea,2024-01-29,2024-03-02,32,33,Delayed
S02455,O02455,Shanghai,Los Angeles,COSCO,Sea,2024-03-09,2024-03-28,18,19,Delayed
S02456,O02456,Shanghai,New York,CMA CGM,Sea,2024-02-27,2024-04-01,30,34,Delayed
S02457,O02457,Shanghai,New York,MSC,Sea,2024-07-06,2024-08-07,30,32,Delayed
S02458,O02458,Singapore,Felixstowe,MSC,Sea,2024-03-29,2024-05-04,34,36,Delayed
S02459,O02459,Hamburg,Tokyo,Evergreen,Sea,2024-01-01,2024-01-28,28,27,Delivered
S02460,O02460,Hamburg,Antwerp,COSCO,Sea,2024-05-02,2024-05-09,5,7,Delayed
S02461,O02461,Hong Kong,Los Angeles,DHL Aviation,Air,2024-02-13,2024-02-18,2,5,Delayed
S02462,O02462,Singapore,Felixstowe,MSC,Sea,2024-03-26,2024-05-04,34,39,Delayed
S02463,O02463,Shanghai,Los Angeles,Evergreen,Sea,2024-05-01,2024-05-23,18,22,Delayed
S02464,O02464,Singapore,Felixstowe,CMA CGM,Sea,2024-01-20,2024-02-23,34,34,Delivered
S02465,O02465,Shanghai,Los Angeles,COSCO,Sea,2024-03-31,2024-04-23,18,23,Delayed
S02466,O02466,Busan,Sydney,MSC,Sea,2024-04-30,2024-05-15,16,15,Delivered
S02467,O02467,Shanghai,Los Angeles,COSCO,Sea,2024-06-23,2024-07-13,18,20,Delayed
S02468,O02468,Dubai,London,DHL Aviation,Air,2024-07-12,2024-07-14,2,2,Delivered
S02469,O02469,Shanghai,New York,CMA CGM,Sea,2024-07-07,2024-08-09,30,33,Delayed
S02470,O02470,Hamburg,Antwerp,CMA CGM,Sea,2024-05-19,2024-05-26,5,7,Delayed
S02471,O02471,Hamburg,Tokyo,CMA CGM,Sea,2024-04-27,2024-05-23,28,26,Delivered
S02472,O02472,Frankfurt,New York,FedEx Logistics,Air,2024-05-12,2024-05-19,2,7,Delayed
S02473,O02473,Singapore,Antwerp,COSCO,Sea,2024-07-05,2024-08-04,32,30,Delivered
S02474,O02474,Busan,New York,MSC,Sea,2024-06-17,2024-07-19,32,32,Delivered
S02475,O02475,Shanghai,Los Angeles,MSC,Sea,2024-05-27,2024-06-18,18,22,Delayed
S02476,O02476,Hamburg,Antwerp,Maersk,Sea,2024-02-19,2024-02-28,5,9,Delayed
S02477,O02477,Hamburg,Tokyo,Evergreen,Sea,2024-06-22,2024-07-26,28,34,Delayed
S02478,O02478,Tokyo,Sydney,DHL Aviation,Air,2024-03-08,2024-03-13,2,5,Delayed
S02479,O02479,Tokyo,Sydney,FedEx Logistics,Air,2024-03-11,2024-03-15,2,4,Delayed
S02480,O02480,Shanghai,Sydney,COSCO,Sea,2024-06-28,2024-07-21,20,23,Delayed
S02481,O02481,Shanghai,Los Angeles,FedEx Logistics,Air,2024-04-26,2024-05-02,3,6,Delayed
S02482,O02482,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-06-24,2024-07-12,18,18,Delivered
S02483,O02483,Singapore,Felixstowe,COSCO,Sea,2024-03-15,2024-04-24,34,40,Delayed
S02484,O02484,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-03-14,2024-04-10,28,27,Delivered
S02485,O02485,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-01-11,2024-01-30,18,19,Delayed
S02486,O02486,Shanghai,Sydney,Maersk,Sea,2024-01-14,2024-02-08,20,25,Delayed
S02487,O02487,Busan,New York,CMA CGM,Sea,2024-06-18,2024-07-18,32,30,Delivered
S02488,O02488,Singapore,Felixstowe,CMA CGM,Sea,2024-03-13,2024-04-22,34,40,Delayed
S02489,O02489,Nhava Sheva,Houston,MSC,Sea,2024-01-23,2024-02-24,30,32,Delayed
S02490,O02490,Hamburg,Antwerp,MSC,Sea,2024-04-20,2024-04-24,5,4,Delivered
S02491,O02491,Shanghai,Los Angeles,Hapag-Lloyd,Sea,2024-03-31,2024-04-19,18,19,Delayed
S02492,O02492,Hong Kong,Los Angeles,FedEx Logistics,Air,2024-04-18,2024-04-24,2,6,Delayed
S02493,O02493,Shanghai,Los Angeles,FedEx Logistics,Air,2024-03-18,2024-03-23,3,5,Delayed
S02494,O02494,Busan,New York,Evergreen,Sea,2024-03-23,2024-04-24,32,32,Delivered
S02495,O02495,Singapore,Los Angeles,CMA CGM,Sea,2024-02-04,2024-02-28,20,24,Delayed
S02496,O02496,Hamburg,Tokyo,CMA CGM,Sea,2024-01-22,2024-02-21,28,30,Delayed
S02497,O02497,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-05-19,2024-06-20,32,32,Delivered
S02498,O02498,Busan,New York,Maersk,Sea,2024-02-05,2024-03-14,32,38,Delayed
S02499,O02499,Hamburg,Vancouver,COSCO,Sea,2024-06-24,2024-07-19,22,25,Delayed
S02500,O02500,Busan,New York,Hapag-Lloyd,Sea,2024-04-17,2024-05-23,32,36,Delayed
S02501,O02501,Nhava Sheva,Houston,Maersk,Sea,2024-07-15,2024-08-18,30,34,Delayed
S02502,O02502,Singapore,Felixstowe,COSCO,Sea,2024-03-18,2024-04-22,34,35,Delayed
S02503,O02503,Hamburg,Vancouver,MSC,Sea,2024-06-07,2024-07-05,22,28,Delayed
S02504,O02504,Frankfurt,New York,DHL Aviation,Air,2024-07-12,2024-07-18,2,6,Delayed
S02505,O02505,Singapore,Antwerp,Maersk,Sea,2024-04-28,2024-06-05,32,38,Delayed
S02506,O02506,Shanghai,Los Angeles,Maersk,Sea,2024-01-15,2024-02-04,18,20,Delayed
S02507,O02507,Hong Kong,Los Angeles,DHL Aviation,Air,2024-03-26,2024-03-27,2,1,Delivered
S02508,O02508,Dubai,London,FedEx Logistics,Air,2024-06-25,2024-06-30,2,5,Delayed
S02509,O02509,Shanghai,Los Angeles,DHL Aviation,Air,2024-06-28,2024-07-02,3,4,Delayed
S02510,O02510,Nhava Sheva,Houston,Evergreen,Sea,2024-05-06,2024-06-05,30,30,Delivered
S02511,O02511,Singapore,Antwerp,Evergreen,Sea,2024-02-09,2024-03-14,32,34,Delayed
S02512,O02512,Hamburg,Antwerp,Maersk,Sea,2024-05-04,2024-05-10,5,6,Delayed
S02513,O02513,Shanghai,Los Angeles,MSC,Sea,2024-06-03,2024-06-20,18,17,Delivered
S02514,O02514,Singapore,Los Angeles,MSC,Sea,2024-01-27,2024-02-21,20,25,Delayed
S02515,O02515,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-04-10,2024-05-08,30,28,Delivered
S02516,O02516,Frankfurt,New York,FedEx Logistics,Air,2024-05-03,2024-05-05,2,2,Delivered
S02517,O02517,Dubai,London,FedEx Logistics,Air,2024-06-05,2024-06-12,2,7,Delayed
S02518,O02518,Dubai,London,DHL Aviation,Air,2024-04-20,2024-04-22,2,2,Delivered
S02519,O02519,Singapore,Felixstowe,MSC,Sea,2024-07-09,2024-08-13,34,35,Delayed
S02520,O02520,Hamburg,Antwerp,Evergreen,Sea,2024-05-19,2024-05-25,5,6,Delayed
S02521,O02521,Hamburg,Tokyo,CMA CGM,Sea,2024-06-19,2024-07-16,28,27,Delivered
S02522,O02522,Tokyo,Sydney,FedEx Logistics,Air,2024-06-19,2024-06-23,2,4,Delayed
S02523,O02523,Hamburg,Antwerp,Maersk,Sea,2024-04-28,2024-05-07,5,9,Delayed
S02524,O02524,Singapore,London,DHL Aviation,Air,2024-03-13,2024-03-20,2,7,Delayed
S02525,O02525,Busan,New York,Maersk,Sea,2024-05-28,2024-07-01,32,34,Delayed
S02526,O02526,Singapore,Antwerp,Evergreen,Sea,2024-06-07,2024-07-14,32,37,Delayed
S02527,O02527,Hamburg,Vancouver,MSC,Sea,2024-04-29,2024-05-26,22,27,Delayed
S02528,O02528,Singapore,Felixstowe,CMA CGM,Sea,2024-05-08,2024-06-17,34,40,Delayed
S02529,O02529,Hamburg,Antwerp,COSCO,Sea,2024-04-09,2024-04-20,5,11,Delayed
S02530,O02530,Singapore,Antwerp,MSC,Sea,2024-03-31,2024-05-05,32,35,Delayed
S02531,O02531,Singapore,Felixstowe,CMA CGM,Sea,2024-07-19,2024-08-24,34,36,Delayed
S02532,O02532,Shanghai,Los Angeles,FedEx Logistics,Air,2024-04-06,2024-04-14,3,8,Delayed
S02533,O02533,Singapore,Felixstowe,COSCO,Sea,2024-06-30,2024-08-09,34,40,Delayed
S02534,O02534,Nhava Sheva,Houston,CMA CGM,Sea,2024-02-03,2024-03-07,30,33,Delayed
S02535,O02535,Shanghai,Sydney,CMA CGM,Sea,2024-05-29,2024-06-22,20,24,Delayed
S02536,O02536,Shanghai,Los Angeles,Evergreen,Sea,2024-02-10,2024-02-29,18,19,Delayed
S02537,O02537,Shanghai,New York,Hapag-Lloyd,Sea,2024-06-22,2024-07-27,30,35,Delayed
S02538,O02538,Singapore,Los Angeles,Evergreen,Sea,2024-03-01,2024-03-20,20,19,Delivered
S02539,O02539,Singapore,London,FedEx Logistics,Air,2024-07-12,2024-07-18,2,6,Delayed
S02540,O02540,Shanghai,Los Angeles,FedEx Logistics,Air,2024-01-30,2024-01-31,3,1,Delivered
S02541,O02541,Shanghai,Los Angeles,FedEx Logistics,Air,2024-07-14,2024-07-20,3,6,Delayed
S02542,O02542,Shanghai,Los Angeles,MSC,Sea,2024-03-23,2024-04-09,18,17,Delivered
S02543,O02543,Busan,New York,MSC,Sea,2024-06-12,2024-07-20,32,38,Delayed
S02544,O02544,Hamburg,Tokyo,Hapag-Lloyd,Sea,2024-04-22,2024-05-22,28,30,Delayed
S02545,O02545,Hamburg,Antwerp,MSC,Sea,2024-04-21,2024-05-02,5,11,Delayed
S02546,O02546,Singapore,London,DHL Aviation,Air,2024-05-29,2024-05-30,2,1,Delivered
S02547,O02547,Singapore,Antwerp,Maersk,Sea,2024-02-22,2024-03-23,32,30,Delivered
S02548,O02548,Shanghai,Los Angeles,FedEx Logistics,Air,2024-07-17,2024-07-24,3,7,Delayed
S02549,O02549,Shanghai,New York,CMA CGM,Sea,2024-02-17,2024-03-24,30,36,Delayed
S02550,O02550,Singapore,Los Angeles,COSCO,Sea,2024-05-01,2024-05-27,20,26,Delayed
S02551,O02551,Shanghai,Sydney,COSCO,Sea,2024-02-05,2024-02-24,20,19,Delivered
S02552,O02552,Singapore,Antwerp,Hapag-Lloyd,Sea,2024-01-19,2024-02-19,32,31,Delivered
S02553,O02553,Nhava Sheva,Houston,CMA CGM,Sea,2024-01-26,2024-02-24,30,29,Delivered
S02554,O02554,Shanghai,Los Angeles,COSCO,Sea,2024-05-18,2024-06-08,18,21,Delayed
S02555,O02555,Hamburg,Tokyo,CMA CGM,Sea,2024-04-09,2024-05-10,28,31,Delayed
S02556,O02556,Singapore,Felixstowe,CMA CGM,Sea,2024-01-20,2024-02-29,34,40,Delayed
S02557,O02557,Nhava Sheva,Houston,COSCO,Sea,2024-05-08,2024-06-09,30,32,Delayed
S02558,O02558,Shanghai,Los Angeles,COSCO,Sea,2024-06-27,2024-07-14,18,17,Delivered
S02559,O02559,Hamburg,Tokyo,Evergreen,Sea,2024-01-08,2024-02-03,28,26,Delivered
S02560,O02560,Hamburg,Tokyo,MSC,Sea,2024-03-26,2024-04-21,28,26,Delivered
S02561,O02561,Nhava Sheva,Houston,Evergreen,Sea,2024-03-25,2024-04-22,30,28,Delivered
S02562,O02562,Shanghai,New York,COSCO,Sea,2024-06-05,2024-07-03,30,28,Delivered
S02563,O02563,Shanghai,New York,Hapag-Lloyd,Sea,2024-06-02,2024-07-01,30,29,Delivered
S02564,O02564,Tokyo,Sydney,DHL Aviation,Air,2024-03-10,2024-03-11,2,1,Delivered
S02565,O02565,Busan,Sydney,COSCO,Sea,2024-02-27,2024-03-17,16,19,Delayed
S02566,O02566,Hamburg,Tokyo,MSC,Sea,2024-01-06,2024-02-01,28,26,Delivered
S02567,O02567,Singapore,Los Angeles,COSCO,Sea,2024-06-04,2024-06-28,20,24,Delayed
S02568,O02568,Hamburg,Antwerp,Maersk,Sea,2024-05-21,2024-05-31,5,10,Delayed
S02569,O02569,Busan,New York,Evergreen,Sea,2024-02-02,2024-03-09,32,36,Delayed
S02570,O02570,Nhava Sheva,Houston,MSC,Sea,2024-01-30,2024-03-05,30,35,Delayed
S02571,O02571,Shanghai,Sydney,CMA CGM,Sea,2024-03-31,2024-04-21,20,21,Delayed
S02572,O02572,Shanghai,Los Angeles,MSC,Sea,2024-02-29,2024-03-17,18,17,Delivered
S02573,O02573,Singapore,Los Angeles,Hapag-Lloyd,Sea,2024-07-10,2024-08-05,20,26,Delayed
S02574,O02574,Shanghai,Los Angeles,Evergreen,Sea,2024-03-04,2024-03-20,18,16,Delivered
S02575,O02575,Singapore,Felixstowe,Hapag-Lloyd,Sea,2024-02-16,2024-03-23,34,36,Delayed
S02576,O02576,Hamburg,Vancouver,COSCO,Sea,2024-06-16,2024-07-09,22,23,Delayed
S02577,O02577,Singapore,London,FedEx Logistics,Air,2024-05-02,2024-05-03,2,1,Delivered
S02578,O02578,Shanghai,New York,CMA CGM,Sea,2024-05-19,2024-06-19,30,31,Delayed
S02579,O02579,Hamburg,Antwerp,CMA CGM,Sea,2024-02-26,2024-03-07,5,10,Delayed
S02580,O02580,Hamburg,Vancouver,COSCO,Sea,2024-03-15,2024-04-07,22,23,Delayed
S02581,O02581,Hamburg,Tokyo,CMA CGM,Sea,2024-06-27,2024-07-31,28,34,Delayed
S02582,O02582,Shanghai,Los Angeles,CMA CGM,Sea,2024-04-15,2024-05-08,18,23,Delayed
S02583,O02583,Singapore,Los Angeles,MSC,Sea,2024-05-13,2024-06-03,20,21,Delayed
S02584,O02584,Nhava Sheva,Houston,MSC,Sea,2024-02-01,2024-03-05,30,33,Delayed
S02585,O02585,Singapore,Felixstowe,Maersk,Sea,2024-03-01,2024-04-09,34,39,Delayed
S02586,O02586,Busan,Sydney,Maersk,Sea,2024-01-06,2024-01-27,16,21,Delayed
S02587,O02587,Frankfurt,New York,FedEx Logistics,Air,2024-05-30,2024-06-05,2,6,Delayed
S02588,O02588,Shanghai,New York,Maersk,Sea,2024-03-12,2024-04-15,30,34,Delayed
S02589,O02589,Busan,New York,Hapag-Lloyd,Sea,2024-04-23,2024-05-23,32,30,Delivered
S02590,O02590,Busan,New York,MSC,Sea,2024-06-17,2024-07-23,32,36,Delayed
S02591,O02591,Singapore,Antwerp,CMA CGM,Sea,2024-01-09,2024-02-16,32,38,Delayed
S02592,O02592,Shanghai,Los Angeles,COSCO,Sea,2024-07-12,2024-08-02,18,21,Delayed
S02593,O02593,Frankfurt,New York,DHL Aviation,Air,2024-07-12,2024-07-13,2,1,Delivered
S02594,O02594,Shanghai,Sydney,Hapag-Lloyd,Sea,2024-04-19,2024-05-07,20,18,Delivered
S02595,O02595,Dubai,London,FedEx Logistics,Air,2024-07-03,2024-07-07,2,4,Delayed
S02596,O02596,Dubai,London,FedEx Logistics,Air,2024-04-18,2024-04-26,2,8,Delayed
S02597,O02597,Busan,New York,Hapag-Lloyd,Sea,2024-07-09,2024-08-11,32,33,Delayed
S02598,O02598,Shanghai,Los Angeles,CMA CGM,Sea,2024-06-23,2024-07-13,18,20,Delayed
S02599,O02599,Singapore,Los Angeles,COSCO,Sea,2024-03-16,2024-04-08,20,23,Delayed
S02600,O02600,Shanghai,Los Angeles,COSCO,Sea,2024-03-11,2024-04-01,18,21,Delayed
S02601,O02601,Hamburg,Tokyo,Evergreen,Sea,2024-07-16,2024-08-11,28,26,Delivered
S02602,O02602,Shanghai,Sydney,Evergreen,Sea,2024-03-23,2024-04-14,20,22,Delayed
S02603,O02603,Tokyo,Sydney,FedEx Logistics,Air,2024-01-05,2024-01-12,2,7,Delayed
S02604,O02604,Shanghai,Los Angeles,CMA CGM,Sea,2024-05-02,2024-05-26,18,24,Delayed
S02605,O02605,Shanghai,Los Angeles,COSCO,Sea,2024-01-21,2024-02-10,18,20,Delayed
S02606,O02606,Dubai,London,FedEx Logistics,Air,2024-01-17,2024-01-24,2,7,Delayed
S02607,O02607,Hamburg,Tokyo,CMA CGM,Sea,2024-05-06,2024-06-03,28,28,Delivered
S02608,O02608,Singapore,Felixstowe,MSC,Sea,2024-06-07,2024-07-09,34,32,Delivered
S02609,O02609,Singapore,Antwerp,Maersk,Sea,2024-02-17,2024-03-26,32,38,Delayed
S02610,O02610,Dubai,London,FedEx Logistics,Air,2024-01-11,2024-01-19,2,8,Delayed
S02611,O02611,Shanghai,Los Angeles,Evergreen,Sea,2024-03-07,2024-03-27,18,20,Delayed
S02612,O02612,Hamburg,Vancouver,COSCO,Sea,2024-07-02,2024-07-22,22,20,Delivered
S02613,O02613,Hamburg,Vancouver,Maersk,Sea,2024-01-20,2024-02-17,22,28,Delayed
S02614,O02614,Nhava Sheva,Houston,Maersk,Sea,2024-03-01,2024-04-01,30,31,Delayed
S02615,O02615,Hamburg,Vancouver,Evergreen,Sea,2024-04-16,2024-05-07,22,21,Delivered
S02616,O02616,Hamburg,Tokyo,MSC,Sea,2024-01-07,2024-02-07,28,31,Delayed
S02617,O02617,Hamburg,Vancouver,CMA CGM,Sea,2024-04-14,2024-05-09,22,25,Delayed
S02618,O02618,Hamburg,Tokyo,COSCO,Sea,2024-01-08,2024-02-05,28,28,Delivered
S02619,O02619,Hamburg,Tokyo,MSC,Sea,2024-05-31,2024-06-26,28,26,Delivered
S02620,O02620,Singapore,Los Angeles,CMA CGM,Sea,2024-05-10,2024-06-05,20,26,Delayed
S02621,O02621,Hamburg,Antwerp,CMA CGM,Sea,2024-02-25,2024-03-05,5,9,Delayed
S02622,O02622,Shanghai,Los Angeles,DHL Aviation,Air,2024-04-07,2024-04-09,3,2,Delivered
S02623,O02623,Singapore,London,FedEx Logistics,Air,2024-05-17,2024-05-18,2,1,Delivered
S02624,O02624,Dubai,London,DHL Aviation,Air,2024-06-04,2024-06-11,2,7,Delayed
S02625,O02625,Nhava Sheva,Houston,Hapag-Lloyd,Sea,2024-03-22,2024-04-23,30,32,Delayed
S02626,O02626,Shanghai,Sydney,CMA CGM,Sea,2024-03-03,2024-03-26,20,23,Delayed
S02627,O02627,Hamburg,Vancouver,MSC,Sea,2024-04-26,2024-05-21,22,25,Delayed
S02628,O02628,Shanghai,New York,Evergreen,Sea,2024-03-02,2024-04-06,30,35,Delayed
S02629,O02629,Busan,New York,CMA CGM,Sea,2024-01-21,2024-02-25,32,35,Delayed
S02630,O02630,Shanghai,New York,CMA CGM,Sea,2024-06-16,2024-07-21,30,35,Delayed
S02631,O02631,Busan,Sydney,Hapag-Lloyd,Sea,2024-02-28,2024-03-15,16,16,Delivered
S02632,O02632,Singapore,London,FedEx Logistics,Air,2024-06-21,2024-06-23,2,2,Delivered
S02633,O02633,Hamburg,Tokyo,CMA CGM,Sea,2024-03-21,2024-04-17,28,27,Delivered
S02634,O02634,Busan,New York,COSCO,Sea,2024-02-07,2024-03-15,32,37,Delayed
S02635,O02635,Singapore,Los Angeles,MSC,Sea,2024-04-26,2024-05-14,20,18,Delivered
S02636,O02636,Busan,New York,CMA CGM,Sea,2024-07-14,2024-08-21,32,38,Delayed
S02637,O02637,Busan,Sydney,Evergreen,Sea,2024-01-26,2024-02-11,16,16,Delivered
S02638,O02638,Tokyo,Sydney,DHL Aviation,Air,2024-06-25,2024-06-27,2,2,Delivered
S02639,O02639,Singapore,London,FedEx Logistics,Air,2024-04-18,2024-04-23,2,5,Delayed
S02640,O02640,Hamburg,Antwerp,COSCO,Sea,2024-03-02,2024-03-09,5,7,Delayed
S02641,O02641,Hamburg,Vancouver,COSCO,Sea,2024-06-04,2024-06-25,22,21,Delivered
S02642,O02642,Shanghai,Los Angeles,DHL Aviation,Air,2024-07-08,2024-07-14,3,6,Delayed
S02643,O02643,Tokyo,Sydney,FedEx Logistics,Air,2024-07-08,2024-07-14,2,6,Delayed
S02644,O02644,Busan,Sydney,Evergreen,Sea,2024-02-04,2024-02-20,16,16,Delivered
S02645,O02645,Shanghai,Sydney,COSCO,Sea,2024-01-22,2024-02-11,20,20,Delivered
S02646,O02646,Dubai,London,FedEx Logistics,Air,2024-06-21,2024-06-28,2,7,Delayed
S02647,O02647,Busan,Sydney,MSC,Sea,2024-05-10,2024-05-28,16,18,Delayed
S02648,O02648,Shanghai,Los Angeles,DHL Aviation,Air,2024-03-17,2024-03-25,3,8,Delayed
S02649,O02649,Shanghai,Sydney,COSCO,Sea,2024-05-14,2024-06-09,20,26,Delayed
S02650,O02650,Tokyo,Sydney,FedEx Logistics,Air,2024-03-23,2024-03-29,2,6,Delayed
S02651,O02651,Singapore,Felixstowe,MSC,Sea,2024-01-11,2024-02-15,34,35,Delayed
S02652,O02652,Hamburg,Tokyo,COSCO,Sea,2024-06-06,2024-07-07,28,31,Delayed
S02653,O02653,Hamburg,Tokyo,MSC,Sea,2024-01-31,2024-03-01,28,30,Delayed
S02654,O02654,Busan,Sydney,MSC,Sea,2024-02-13,2024-03-02,16,18,Delayed
S02655,O02655,Frankfurt,New York,DHL Aviation,Air,2024-02-29,2024-03-04,2,4,Delayed
S02656,O02656,Singapore,Los Angeles,COSCO,Sea,2024-05-10,2024-05-30,20,20,Delivered
S02657,O02657,Shanghai,Los Angeles,COSCO,Sea,2024-05-17,2024-06-05,18,19,Delayed
S02658,O02658,Shanghai,Los Angeles,CMA CGM,Sea,2024-02-22,2024-03-13,18,20,Delayed
S02659,O02659,Dubai,London,FedEx Logistics,Air,2024-07-06,2024-07-13,2,7,Delayed
S02660,O02660,Busan,Sydney,CMA CGM,Sea,2024-01-29,2024-02-13,16,15,Delivered
S02661,O02661,Busan,New York,Hapag-Lloyd,Sea,2024-03-08,2024-04-08,32,31,Delivered
S02662,O02662,Frankfurt,New York,DHL Aviation,Air,2024-03-31,2024-04-01,2,1,Delivered
S02663,O02663,Singapore,Los Angeles,Evergreen,Sea,2024-01-20,2024-02-12,20,23,Delayed
