OrderID,CustomerID,ProductID,OrderDate,Quantity,OrderValue
O02520,C010,P048,2024-03-19,625,130.24
O02521,C006,P033,2024-05-18,962,136.27
O02522,C024,P006,2024-03-27,891,121.22
O02523,C039,P005,2024-04-11,545,341.73
O02524,C029,P011,2024-02-16,670,256.36
O02525,C008,P016,2024-02-17,494,327.07
O02526,C036,P026,2024-01-06,488,58.69
O02527,C038,P026,2024-02-03,284,83.35
O02528,C004,P008,2024-04-01,778,131.29
O02529,C019,P043,2024-01-16,60,387.3
O02530,C020,P007,2024-02-23,958,266.0
O02531,C040,P032,2024-01-02,166,140.22
O02532,C031,P031,2024-05-07,913,330.55
O02533,C025,P020,2024-05-13,72,167.79
O02534,C018,P010,2024-01-08,94,347.13
O02535,C026,P047,2024-04-18,354,272.13
O02536,C027,P013,2024-05-15,422,364.45
O02537,C018,P016,2024-06-24,64,366.15
O02538,C010,P009,2024-01-20,446,321.98
O02539,C021,P016,2024-01-31,723,195.5
O02540,C008,P033,2024-02-20,532,414.69
O02541,C023,P049,2024-01-04,91,329.41
O02542,C010,P005,2024-02-11,822,233.0
O02543,C024,P040,2024-02-05,936,149.9
O02544,C018,P001,2024-02-16,773,401.0
O02545,C019,P041,2024-05-13,66,450.26
O02546,C019,P037,2024-05-07,253,288.86
O02547,C006,P027,2024-03-08,193,446.11
O02548,C010,P021,2024-07-12,712,389.37
O02549,C032,P018,2024-05-10,365,472.43
O02550,C009,P037,2024-01-07,165,476.68
O02551,C009,P010,2024-02-23,540,240.34
O02552,C014,P038,2024-01-06,234,408.07
O02553,C007,P027,2024-05-24,869,197.08
O02554,C003,P025,2024-07-11,314,472.56
O02555,C033,P024,2024-06-09,858,199.25
O02556,C009,P040,2024-01-17,645,278.17
O02557,C016,P008,2024-04-13,579,357.19
O02558,C033,P016,2024-03-23,870,432.12
O02559,C029,P026,2024-06-06,648,63.02
O02560,C019,P025,2024-06-17,254,426.47
O02561,C032,P031,2024-01-06,288,481.19
O02562,C036,P035,2024-01-28,395,449.76
O02563,C030,P030,2024-03-01,420,157.98
O02564,C039,P043,2024-03-30,760,166.01
O02565,C037,P021,2024-01-12,987,344.46
O02566,C016,P013,2024-06-16,981,126.31
O02567,C016,P013,2024-03-09,921,373.83
O02568,C026,P037,2024-01-05,818,286.78
O02569,C020,P016,2024-03-15,273,379.1
O02570,C002,P011,2024-06-07,381,455.86
O02571,C006,P043,2024-05-07,984,129.21
O02572,C001,P026,2024-05-19,436,163.0
O02573,C036,P024,2024-03-20,707,485.67
O02574,C036,P045,2024-05-03,988,219.58
O02575,C011,P026,2024-06-01,816,476.05
O02576,C021,P008,2024-04-01,200,266.11
O02577,C007,P007,2024-01-14,590,372.06
O02578,C004,P026,2024-04-17,281,409.64
O02579,C032,P001,2024-07-04,855,364.46
O02580,C021,P022,2024-07-05,365,210.76
O02581,C022,P007,2024-06-30,392,172.81
O02582,C018,P012,2024-01-23,993,149.29
O02583,C027,P005,2024-05-17,363,191.77
O02584,C020,P008,2024-06-04,280,337.08
O02585,C011,P010,2024-05-22,869,209.74
O02586,C005,P018,2024-05-11,778,65.17
O02587,C001,P007,2024-06-11,737,104.62
O02588,C023,P003,2024-01-07,729,186.23
O02589,C011,P043,2024-03-19,605,95.79
O02590,C021,P033,2024-03-19,754,373.62
O02591,C034,P007,2024-01-09,85,334.81
O02592,C015,P022,2024-04-11,415,95.47
O02593,C010,P026,2024-05-05,244,181.26
O02594,C023,P021,2024-03-10,476,217.38
O02595,C011,P019,2024-05-21,555,237.95
O02596,C021,P035,2024-02-04,927,163.99
O02597,C032,P009,2024-05-30,202,71.58
O02598,C008,P044,2024-01-12,137,222.56
O02599,C009,P028,2024-01-06,580,185.79
O02600,C028,P031,2024-05-29,519,445.06
O02601,C008,P038,2024-04-20,231,71.44
O02602,C030,P026,2024-05-28,303,247.79
O02603,C023,P024,2024-03-28,729,400.35
O02604,C020,P047,2024-06-08,287,96.66
O02605,C039,P013,2024-06-24,921,222.32
O02606,C029,P006,2024-04-07,143,230.12
O02607,C013,P022,2024-04-01,233,110.85
O02608,C015,P049,2024-06-04,622,229.01
O02609,C006,P035,2024-05-27,537,336.91
O02610,C030,P022,2024-02-21,670,397.23
O02611,C030,P041,2024-06-09,184,265.2
O02612,C014,P005,2024-01-26,848,440.23
O02613,C034,P048,2024-03-24,438,114.21
O02614,C031,P005,2024-01-06,260,434.25
O02615,C017,P031,2024-05-26,732,259.67
O02616,C036,P022,2024-06-20,356,336.43
O02617,C029,P038,2024-01-14,316,459.01
O02618,C040,P014,2024-03-04,330,88.14
O02619,C014,P027,2024-02-17,356,420.3
O02620,C012,P042,2024-06-26,887,294.44
O02621,C025,P037,2024-01-13,458,255.32
O02622,C001,P026,2024-02-09,827,430.35
O02623,C020,P001,2024-04-27,778,203.23
O02624,C002,P015,2024-06-30,537,192.03
O02625,C027,P001,2024-02-01,380,213.98
O02626,C003,P018,2024-07-10,921,266.19
O02627,C005,P009,2024-04-24,287,265.83
O02628,C012,P036,2024-07-09,530,368.42
O02629,C032,P026,2024-04-02,902,441.08
O02630,C028,P017,2024-04-01,205,330.63
O02631,C014,P049,2024-03-29,854,328.29
O02632,C038,P004,2024-05-28,684,190.73
O02633,C006,P032,2024-04-30,756,247.33
O02634,C007,P028,2024-03-05,588,240.11
O02635,C018,P034,2024-03-13,628,328.78
O02636,C022,P007,2024-01-31,723,344.17
O02637,C002,P036,2024-01-04,62,164.62
O02638,C024,P048,2024-02-22,598,152.63
O02639,C007,P001,2024-03-28,98,237.57
O02640,C003,P047,2024-04-30,507,332.3
O02641,C016,P046,2024-01-07,752,169.4
O02642,C015,P002,2024-04-03,82,344.69
O02643,C030,P041,2024-06-27,243,176.35
O02644,C010,P031,2024-04-02,332,390.62
O02645,C006,P010,2024-02-09,600,104.65
O02646,C004,P039,2024-02-21,353,158.46
O02647,C004,P008,2024-05-14,822,296.89
O02648,C035,P032,2024-01-15,945,367.99
O02649,C013,P030,2024-07-16,354,98.07
O02650,C027,P002,2024-02-14,75,467.81
O02651,C029,P018,2024-04-18,400,357.64
O02652,C025,P005,2024-05-11,893,284.95
O02653,C017,P009,2024-06-11,824,63.24
O02654,C019,P035,2024-02-08,597,255.63
O02655,C002,P011,2024-02-03,818,302.55
O02656,C013,P050,2024-03-30,818,243.26
O02657,C010,P010,2024-03-22,72,191.13
O02658,C019,P034,2024-05-17,113,155.14
O02659,C023,P007,2024-02-14,402,259.73
O02660,C026,P005,2024-01-30,666,202.59
O02661,C027,P030,2024-03-17,205,135.33
O02662,C019,P020,2024-01-04,158,295.92
O02663,C003,P029,2024-06-24,121,422.97
O02664,C014,P033,2024-01-20,254,427.52
O02665,C023,P005,2024-06-20,316,246.26
O02666,C019,P030,2024-04-02,459,215.42
O02667,C035,P045,2024-03-11,792,381.13
O02668,C021,P020,2024-07-19,839,368.45
O02669,C027,P012,2024-04-27,51,241.53
O02670,C015,P046,2024-05-25,712,464.3
O02671,C033,P025,2024-07-18,546,145.37
O02672,C012,P007,2024-01-05,773,318.55
O02673,C008,P031,2024-04-10,896,166.88
O02674,C027,P020,2024-02-05,787,462.95
O02675,C011,P044,2024-05-03,239,212.03
O02676,C019,P023,2024-01-31,616,414.19
O02677,C022,P002,2024-05-10,177,294.17
O02678,C038,P037,2024-05-29,65,325.2
O02679,C007,P004,2024-01-03,224,220.31
O02680,C003,P001,2024-05-29,733,465.2
O02681,C039,P038,2024-01-27,80,251.69
O02682,C037,P018,2024-02-29,624,390.48
O02683,C020,P001,2024-03-04,932,145.58
O02684,C028,P044,2024-01-10,50,253.68
O02685,C005,P035,2024-05-01,886,257.78
O02686,C032,P004,2024-06-01,244,166.92
O02687,C024,P035,2024-01-15,913,394.18
O02688,C011,P043,2024-05-08,94,127.15
O02689,C026,P043,2024-03-05,834,315.27
O02690,C014,P040,2024-06-09,696,391.98
O02691,C031,P019,2024-07-13,234,116.98
O02692,C032,P038,2024-05-05,795,279.75
O02693,C020,P042,2024-01-03,184,96.93
O02694,C014,P033,2024-03-23,214,467.75
O02695,C016,P011,2024-02-20,142,147.24
O02696,C005,P038,2024-01-10,273,297.09
O02697,C033,P050,2024-04-08,216,111.48
O02698,C012,P016,2024-04-29,401,239.03
O02699,C039,P019,2024-01-17,246,234.79
O02700,C032,P021,2024-03-13,447,112.03
O02701,C036,P035,2024-04-24,203,161.23
O02702,C014,P005,2024-03-27,997,289.34
O02703,C017,P019,2024-06-13,944,188.55
O02704,C039,P003,2024-04-09,356,281.55
O02705,C022,P026,2024-02-21,254,476.8
O02706,C007,P028,2024-05-05,616,339.8
O02707,C007,P031,2024-01-15,518,88.74
O02708,C028,P039,2024-05-19,451,215.05
O02709,C026,P024,2024-01-11,998,62.07
O02710,C013,P024,2024-02-07,462,375.76
O02711,C006,P020,2024-07-18,831,65.18
O02712,C008,P017,2024-04-26,926,114.48
O02713,C002,P021,2024-06-30,364,160.24
O02714,C006,P013,2024-07-09,503,95.14
O02715,C017,P038,2024-02-29,694,270.94
O02716,C037,P010,2024-05-28,856,119.05
O02717,C004,P046,2024-01-27,960,296.06
O02718,C029,P029,2024-01-11,604,440.49
O02719,C033,P050,2024-06-20,381,324.32
O02720,C039,P006,2024-06-09,744,327.55
O02721,C038,P044,2024-05-11,742,117.03
O02722,C030,P028,2024-07-18,905,499.39
O02723,C004,P015,2024-04-19,594,441.46
O02724,C032,P034,2024-03-07,490,117.06
O02725,C028,P006,2024-03-11,788,228.3
O02726,C004,P005,2024-03-25,594,235.18
O02727,C001,P016,2024-03-27,384,491.6
O02728,C040,P001,2024-07-06,721,274.47
O02729,C026,P005,2024-07-17,915,93.42
O02730,C002,P044,2024-03-06,525,243.87
O02731,C015,P020,2024-01-06,722,259.17
O02732,C033,P009,2024-01-09,454,494.93
O02733,C020,P044,2024-05-03,469,405.8
O02734,C010,P009,2024-04-06,728,486.7
O02735,C029,P017,2024-01-12,518,245.93
O02736,C037,P036,2024-01-24,907,308.35
O02737,C035,P048,2024-03-03,271,384.7
O02738,C037,P015,2024-03-22,63,83.73
O02739,C017,P037,2024-05-09,503,77.59
O02740,C038,P038,2024-01-17,181,212.68
O02741,C008,P007,2024-03-24,518,84.87
O02742,C002,P013,2024-03-16,342,130.09
O02743,C021,P041,2024-04-26,464,248.96
O02744,C008,P047,2024-06-26,158,394.56
O02745,C030,P025,2024-02-01,444,51.1
O02746,C029,P040,2024-02-16,143,356.73
O02747,C005,P023,2024-04-16,333,66.53
O02748,C033,P043,2024-06-07,425,230.35
O02749,C001,P015,2024-01-22,654,446.29
O02750,C036,P008,2024-03-17,109,76.55
O02751,C020,P041,2024-02-18,398,144.55
O02752,C013,P008,2024-05-26,700,264.1
O02753,C009,P010,2024-07-03,145,245.02
O02754,C033,P007,2024-05-29,136,212.5
O02755,C031,P050,2024-07-08,823,304.07
O02756,C013,P025,2024-01-24,903,353.6
O02757,C034,P042,2024-06-19,663,203.73
O02758,C039,P010,2024-04-23,603,76.77
O02759,C040,P025,2024-03-02,735,295.39
O02760,C034,P005,2024-03-07,554,415.04
O02761,C012,P040,2024-06-11,554,96.74
O02762,C006,P044,2024-01-18,385,384.53
O02763,C021,P004,2024-02-13,601,181.21
O02764,C018,P043,2024-02-24,238,92.11
O02765,C008,P011,2024-07-06,147,361.61
O02766,C012,P035,2024-07-06,587,386.5
O02767,C038,P007,2024-02-13,315,207.39
O02768,C003,P042,2024-04-29,726,194.04
O02769,C016,P014,2024-03-13,231,92.02
O02770,C038,P045,2024-03-23,417,344.36
O02771,C013,P010,2024-03-16,983,363.26
O02772,C014,P048,2024-03-15,674,132.57
O02773,C030,P033,2024-01-16,716,338.37
O02774,C022,P047,2024-01-07,963,63.37
O02775,C038,P036,2024-05-20,759,347.99
O02776,C018,P047,2024-06-30,803,73.68
O02777,C006,P026,2024-05-18,693,499.76
O02778,C016,P049,2024-02-11,269,230.84
O02779,C024,P007,2024-03-03,805,473.69
O02780,C014,P033,2024-04-28,432,78.32
O02781,C019,P041,2024-02-25,267,212.64
O02782,C038,P019,2024-05-02,123,205.18
O02783,C001,P040,2024-06-20,358,238.51
O02784,C018,P024,2024-04-23,376,234.46
O02785,C036,P049,2024-05-05,89,104.19
O02786,C007,P046,2024-05-04,383,90.32
O02787,C001,P026,2024-01-03,243,183.54
O02788,C027,P007,2024-05-31,229,445.46
O02789,C037,P011,2024-05-30,436,411.11
O02790,C015,P049,2024-06-24,446,99.56
O02791,C008,P024,2024-07-15,499,317.13
O02792,C027,P019,2024-04-23,997,109.3
O02793,C034,P046,2024-04-29,563,192.35
O02794,C037,P046,2024-04-25,80,338.43
O02795,C030,P024,2024-03-19,406,120.45
O02796,C001,P050,2024-07-12,299,425.89
O02797,C021,P041,2024-06-26,950,58.98
O02798,C015,P011,2024-02-15,632,52.54
O02799,C007,P049,2024-01-13,169,367.37
O02800,C040,P016,2024-03-09,336,97.78
O02801,C033,P010,2024-03-31,192,87.67
O02802,C006,P049,2024-02-12,429,84.21
O02803,C036,P035,2024-01-12,961,417.92
O02804,C039,P035,2024-06-28,629,204.6
O02805,C025,P027,2024-01-13,871,217.68
O02806,C015,P022,2024-06-29,455,424.65
O02807,C018,P004,2024-06-30,74,296.82
O02808,C020,P044,2024-01-26,408,108.02
O02809,C036,P026,2024-06-13,61,231.11
O02810,C010,P006,2024-05-31,545,382.47
O02811,C032,P047,2024-03-08,66,466.83
O02812,C039,P043,2024-03-05,794,199.45
O02813,C019,P039,2024-02-05,683,168.79
O02814,C035,P038,2024-06-04,503,229.55
O02815,C037,P008,2024-02-28,437,63.4
O02816,C026,P037,2024-04-24,345,87.09
O02817,C021,P044,2024-04-17,621,259.03
O02818,C005,P023,2024-07-10,179,466.73
O02819,C004,P049,2024-03-30,879,237.88
O02820,C022,P020,2024-07-12,162,335.63
O02821,C028,P029,2024-06-30,588,493.53
O02822,C015,P002,2024-03-26,333,186.97
O02823,C030,P050,2024-04-09,954,450.17
O02824,C038,P033,2024-03-29,987,496.81
O02825,C036,P041,2024-01-17,897,231.66
O02826,C020,P049,2024-02-04,787,144.12
O02827,C021,P001,2024-02-20,599,468.24
O02828,C006,P008,2024-03-31,180,456.26
O02829,C033,P042,2024-03-07,778,95.03
O02830,C027,P048,2024-02-06,850,331.01
O02831,C012,P002,2024-04-04,397,242.43
O02832,C001,P022,2024-04-15,760,309.02
O02833,C013,P010,2024-05-26,949,499.57
O02834,C037,P030,2024-01-17,836,172.55
O02835,C026,P014,2024-04-05,696,288.89
O02836,C027,P039,2024-04-05,97,120.84
O02837,C029,P041,2024-05-14,452,91.31
O02838,C040,P029,2024-06-27,781,235.9
O02839,C006,P015,2024-05-17,568,303.64
O02840,C002,P009,2024-01-30,712,67.74
O02841,C020,P003,2024-05-07,229,478.21
O02842,C038,P015,2024-05-30,907,238.83
O02843,C002,P003,2024-06-14,804,350.5
O02844,C005,P040,2024-03-04,71,289.4
O02845,C036,P036,2024-04-26,212,192.58
O02846,C010,P012,2024-03-10,69,280.57
O02847,C025,P023,2024-06-12,179,412.57
O02848,C032,P019,2024-04-26,905,285.34
O02849,C004,P012,2024-04-09,412,387.81
O02850,C031,P033,2024-02-29,145,90.42
O02851,C025,P038,2024-06-25,104,358.03
O02852,C010,P029,2024-04-22,298,127.39
O02853,C024,P024,2024-05-08,912,398.61
O02854,C030,P038,2024-07-12,947,264.04
O02855,C017,P048,2024-05-22,926,50.32
O02856,C011,P049,2024-04-02,891,131.1
O02857,C006,P039,2024-04-16,590,106.43
O02858,C027,P001,2024-02-07,436,202.5
O02859,C033,P011,2024-04-21,836,367.76
O02860,C028,P031,2024-06-02,200,285.48
O02861,C007,P047,2024-03-19,765,465.54
O02862,C030,P033,2024-06-08,796,418.21
O02863,C003,P017,2024-05-09,222,287.06
O02864,C033,P044,2024-05-05,660,122.81
O02865,C034,P026,2024-05-25,959,247.98
O02866,C019,P008,2024-02-09,973,322.57
O02867,C008,P041,2024-03-14,422,262.72
O02868,C028,P011,2024-05-01,463,306.27
O02869,C012,P035,2024-04-28,629,111.67
O02870,C028,P049,2024-05-04,406,199.52
O02871,C005,P017,2024-03-27,491,460.48
O02872,C038,P033,2024-06-04,284,79.33
O02873,C004,P039,2024-02-21,996,317.47
O02874,C015,P011,2024-03-29,155,293.71
O02875,C007,P042,2024-03-01,421,499.38
O02876,C003,P021,2024-03-04,730,280.15
O02877,C024,P017,2024-04-07,606,143.92
O02878,C033,P036,2024-02-29,95,241.35
O02879,C039,P007,2024-01-28,554,178.09
O02880,C006,P033,2024-04-03,928,346.6
O02881,C030,P048,2024-06-08,386,349.94
O02882,C031,P007,2024-04-06,902,448.11
O02883,C024,P047,2024-04-25,178,185.1
O02884,C003,P040,2024-06-21,517,364.78
O02885,C025,P007,2024-05-12,863,160.94
O02886,C037,P015,2024-07-18,330,466.96
O02887,C038,P024,2024-03-07,889,450.53
O02888,C020,P020,2024-01-13,933,78.85
O02889,C004,P001,2024-04-01,806,390.42
O02890,C013,P001,2024-01-10,560,474.55
O02891,C039,P034,2024-06-16,364,157.31
O02892,C015,P018,2024-04-06,588,229.76
O02893,C028,P021,2024-03-23,608,279.83
O02894,C039,P013,2024-05-01,349,419.75
O02895,C017,P036,2024-06-09,452,322.11
O02896,C016,P035,2024-07-07,777,169.07
O02897,C031,P002,2024-02-21,503,284.76
O02898,C015,P043,2024-01-08,244,419.26
O02899,C006,P018,2024-07-14,117,100.46
O02900,C025,P041,2024-02-08,107,244.14
O02901,C025,P034,2024-01-12,221,467.98
O02902,C006,P031,2024-07-05,684,248.47
O02903,C018,P042,2024-04-17,458,274.91
O02904,C022,P032,2024-07-17,866,184.28
O02905,C001,P023,2024-02-13,83,341.3
O02906,C003,P001,2024-05-16,87,78.2
O02907,C010,P027,2024-06-16,54,360.08
O02908,C004,P008,2024-02-17,174,326.76
O02909,C025,P035,2024-01-03,621,266.02
O02910,C039,P003,2024-01-02,646,74.37
O02911,C011,P016,2024-03-19,203,478.08
O02912,C027,P015,2024-07-07,770,176.31
O02913,C020,P022,2024-04-12,86,335.64
O02914,C003,P046,2024-03-08,540,316.33
O02915,C010,P042,2024-03-16,409,431.32
O02916,C009,P001,2024-02-06,220,78.17
O02917,C040,P042,2024-02-28,907,197.03
O02918,C002,P031,2024-02-03,890,236.05
O02919,C016,P022,2024-03-08,631,147.29
O02920,C027,P008,2024-04-03,995,339.98
O02921,C013,P045,2024-07-19,895,261.39
O02922,C022,P030,2024-02-01,911,415.56
O02923,C020,P006,2024-03-19,704,239.84
O02924,C010,P008,2024-04-18,343,365.03
O02925,C037,P033,2024-07-05,363,355.66
O02926,C018,P031,2024-05-12,711,85.67
O02927,C037,P045,2024-06-12,278,239.57
O02928,C007,P032,2024-07-05,742,194.88
O02929,C011,P044,2024-05-21,913,336.44
O02930,C005,P050,2024-05-16,314,351.05
O02931,C022,P043,2024-04-03,80,463.18
O02932,C019,P022,2024-06-11,945,254.86
O02933,C019,P044,2024-01-04,66,437.18
O02934,C013,P042,2024-05-04,282,256.03
O02935,C006,P007,2024-05-29,702,126.67
O02936,C027,P045,2024-06-09,129,152.89
O02937,C034,P034,2024-07-14,265,324.85
O02938,C029,P003,2024-03-25,142,238.98
O02939,C028,P006,2024-01-25,726,324.36
O02940,C024,P037,2024-07-09,354,475.66
O02941,C016,P021,2024-03-29,819,111.74
O02942,C016,P029,2024-04-02,64,325.92
O02943,C002,P046,2024-02-09,447,210.87
O02944,C038,P021,2024-05-29,717,346.79
O02945,C001,P036,2024-03-11,62,378.98
O02946,C021,P036,2024-05-28,670,120.05
O02947,C034,P009,2024-06-18,887,101.89
O02948,C020,P038,2024-03-26,841,494.01
O02949,C028,P013,2024-06-25,61,277.1
O02950,C031,P031,2024-06-04,190,345.71
O02951,C008,P035,2024-03-27,982,275.38
O02952,C036,P041,2024-02-19,654,200.98
O02953,C038,P006,2024-03-18,84,130.26
O02954,C015,P039,2024-04-09,608,381.97
O02955,C038,P015,2024-03-14,426,182.57
O02956,C040,P042,2024-05-31,547,55.48
O02957,C021,P019,2024-03-27,420,135.75
O02958,C011,P010,2024-05-19,296,341.33
O02959,C002,P037,2024-03-10,173,250.66
O02960,C033,P045,2024-07-17,629,194.3
O02961,C020,P014,2024-05-04,588,114.89
O02962,C034,P010,2024-05-07,622,121.57
O02963,C038,P034,2024-03-31,513,219.37
O02964,C030,P037,2024-01-12,617,393.2
O02965,C023,P008,2024-01-12,759,153.97
O02966,C028,P038,2024-03-19,882,121.08
O02967,C015,P014,2024-06-08,692,275.27
O02968,C014,P017,2024-07-09,416,276.94
O02969,C015,P025,2024-02-13,855,161.63
O02970,C010,P034,2024-04-06,389,387.15
O02971,C019,P042,2024-05-08,865,314.42
O02972,C007,P041,2024-01-19,314,429.48
O02973,C024,P034,2024-05-04,786,256.61
O02974,C027,P035,2024-05-16,588,63.38
O02975,C030,P020,2024-01-13,370,93.38
O02976,C012,P019,2024-03-26,523,417.08
O02977,C029,P048,2024-05-14,136,414.34
O02978,C003,P002,2024-01-05,826,139.28
O02979,C016,P022,2024-01-14,725,110.15
O02980,C031,P021,2024-06-17,150,258.71
O02981,C034,P026,2024-02-14,277,107.99
O02982,C020,P036,2024-06-08,554,445.07
O02983,C033,P016,2024-06-27,484,461.06
O02984,C003,P010,2024-01-10,672,277.35
O02985,C024,P042,2024-07-03,417,379.83
O02986,C033,P005,2024-02-17,352,388.5
O02987,C007,P030,2024-06-10,944,484.06
O02988,C031,P002,2024-02-12,135,300.03
O02989,C014,P033,2024-01-30,621,272.62
O02990,C008,P032,2024-02-02,740,108.99
O02991,C016,P026,2024-05-18,52,245.13
O02992,C028,P035,2024-04-07,567,388.11
O02993,C017,P035,2024-03-10,554,313.64
O02994,C016,P006,2024-06-05,512,137.06
O02995,C009,P002,2024-02-04,467,432.72
O02996,C036,P002,2024-03-12,524,490.0
O02997,C019,P014,2024-04-26,393,426.8
O02998,C024,P025,2024-06-22,634,145.14
O02999,C009,P033,2024-07-18,550,384.55
O03000,C016,P050,2024-03-08,346,111.58
O03001,C022,P002,2024-01-14,216,178.77
O03002,C001,P023,2024-05-29,92,301.65
O03003,C019,P023,2024-02-23,108,138.19
O03004,C015,P024,2024-04-25,62,323.64
O03005,C025,P050,2024-06-15,631,127.65
O03006,C011,P028,2024-06-27,119,262.27
O03007,C024,P017,2024-01-22,138,285.41
O03008,C009,P046,2024-05-19,232,469.85
O03009,C029,P003,2024-05-09,106,114.25
O03010,C028,P049,2024-02-25,716,89.57
O03011,C038,P037,2024-06-03,853,126.58
O03012,C014,P038,2024-02-09,747,277.19
O03013,C018,P044,2024-04-23,709,180.31
O03014,C011,P010,2024-01-25,528,239.21
O03015,C001,P029,2024-06-24,882,290.41
O03016,C001,P029,2024-04-19,764,231.52
O03017,C009,P049,2024-03-14,53,460.86
O03018,C032,P032,2024-01-10,155,154.06
O03019,C024,P044,2024-06-14,636,325.29
O03020,C016,P016,2024-07-03,140,128.72
O03021,C038,P033,2024-06-07,373,102.61
O03022,C028,P048,2024-05-10,743,487.11
O03023,C023,P018,2024-01-01,180,139.78
O03024,C007,P042,2024-01-20,218,219.71
O03025,C023,P050,2024-02-05,510,171.78
O03026,C039,P018,2024-05-11,454,230.76
O03027,C020,P025,2024-05-06,783,196.45
O03028,C024,P029,2024-01-07,370,345.59
O03029,C018,P015,2024-05-25,310,107.57
O03030,C033,P010,2024-03-11,699,193.51
O03031,C035,P024,2024-01-03,809,387.87
O03032,C006,P024,2024-01-17,363,407.04
O03033,C029,P045,2024-03-08,900,426.31
O03034,C001,P044,2024-07-10,353,240.39
O03035,C014,P017,2024-04-04,913,126.92
O03036,C010,P010,2024-03-17,828,275.49
O03037,C015,P046,2024-01-06,206,239.57
O03038,C037,P031,2024-02-13,712,383.19
O03039,C019,P050,2024-07-10,624,60.95
O03040,C030,P039,2024-03-23,484,361.24
O03041,C036,P029,2024-06-11,735,419.15
O03042,C023,P011,2024-02-23,86,94.91
O03043,C039,P030,2024-05-20,454,439.02
O03044,C004,P044,2024-01-22,953,319.6
O03045,C013,P003,2024-04-20,217,420.5
O03046,C028,P047,2024-04-18,895,340.0
O03047,C023,P016,2024-06-15,423,496.38
O03048,C036,P005,2024-06-17,613,424.38
O03049,C036,P023,2024-05-28,888,431.1
O03050,C040,P007,2024-04-28,723,249.39
O03051,C017,P034,2024-01-21,459,300.61
O03052,C016,P036,2024-02-12,774,405.97
O03053,C008,P043,2024-03-29,403,95.8
O03054,C038,P016,2024-07-17,965,163.57
O03055,C029,P016,2024-04-18,100,277.81
O03056,C001,P017,2024-05-18,605,348.82
O03057,C006,P012,2024-05-15,798,268.0
O03058,C032,P045,2024-02-02,334,243.76
O03059,C006,P049,2024-01-11,174,90.09
O03060,C027,P016,2024-04-21,696,104.21
O03061,C005,P002,2024-07-07,801,458.05
O03062,C018,P035,2024-05-10,429,203.46
O03063,C039,P042,2024-06-28,952,136.57
O03064,C015,P034,2024-06-03,153,446.37
O03065,C002,P007,2024-03-05,865,178.72
O03066,C025,P038,2024-04-13,457,174.36
O03067,C028,P006,2024-03-08,898,199.28
O03068,C002,P008,2024-01-28,356,194.03
O03069,C029,P042,2024-05-26,866,96.07
O03070,C013,P048,2024-06-18,58,173.12
O03071,C007,P050,2024-06-21,948,81.41
O03072,C029,P021,2024-05-09,57,458.4
O03073,C005,P041,2024-02-18,52,380.32
O03074,C007,P031,2024-07-01,281,203.38
O03075,C040,P040,2024-03-29,551,105.24
O03076,C031,P029,2024-05-02,210,438.4
O03077,C025,P019,2024-04-19,110,451.75
O03078,C025,P012,2024-01-21,378,303.7
O03079,C017,P024,2024-02-20,325,254.67
O03080,C031,P009,2024-07-11,596,456.16
O03081,C002,P033,2024-06-22,907,318.55
O03082,C032,P010,2024-02-19,378,308.96
O03083,C007,P026,2024-04-19,788,290.74
O03084,C013,P032,2024-05-23,735,192.1
O03085,C020,P036,2024-01-28,998,106.23
O03086,C003,P011,2024-06-21,559,62.4
O03087,C016,P026,2024-06-23,944,174.54
O03088,C023,P045,2024-04-13,537,229.09
O03089,C003,P024,2024-07-08,193,416.38
O03090,C013,P044,2024-02-14,966,274.52
O03091,C020,P013,2024-03-29,974,196.04
O03092,C031,P036,2024-04-30,750,75.2
O03093,C012,P028,2024-03-22,887,345.6
O03094,C019,P035,2024-05-05,444,304.73
O03095,C014,P022,2024-06-07,576,460.12
O03096,C037,P032,2024-02-18,786,298.39
O03097,C029,P039,2024-03-09,164,495.39
O03098,C026,P026,2024-07-01,380,306.99
O03099,C019,P020,2024-01-21,315,208.69
O03100,C012,P046,2024-02-27,250,105.57
O03101,C033,P042,2024-03-08,961,378.16
O03102,C017,P011,2024-01-29,550,169.0
O03103,C022,P033,2024-06-23,627,96.29
O03104,C025,P021,2024-06-02,356,198.84
O03105,C035,P010,2024-06-22,873,267.07
O03106,C030,P045,2024-02-25,238,60.55
O03107,C028,P033,2024-01-30,875,314.04
O03108,C018,P011,2024-06-04,322,103.61
O03109,C002,P019,2024-03-22,587,314.11
O03110,C001,P025,2024-01-16,70,227.55
O03111,C034,P046,2024-01-04,556,494.23
O03112,C018,P002,2024-02-02,570,499.52
O03113,C014,P014,2024-05-23,697,467.14
O03114,C037,P012,2024-01-08,530,148.36
O03115,C021,P010,2024-05-13,621,451.82
O03116,C021,P032,2024-02-15,75,421.66
O03117,C026,P044,2024-07-01,558,121.02
O03118,C011,P023,2024-05-18,551,457.0
O03119,C024,P029,2024-01-20,552,154.48
O03120,C031,P022,2024-02-01,296,407.1
O03121,C039,P029,2024-02-28,601,396.66
O03122,C039,P003,2024-06-16,275,226.69
O03123,C018,P016,2024-05-14,678,375.44
O03124,C011,P011,2024-05-17,873,313.22
O03125,C013,P014,2024-06-16,471,312.5
O03126,C022,P029,2024-05-30,160,264.18
